name,description,address,access,business_hours,holiday,phone_number,homepage,area
天得院,東福寺の塔頭で、正平年間（1346〜70）、東福寺30世・無夢一清が開いた。慶長年間、住持の文英清韓は、豊臣秀頼に請われて方広寺の鐘銘を撰文したが、その「国家安康 君臣豊楽」の文字が徳川家康の怒りを招き、大坂の陣のきっかけとなった。境内を埋める桔梗の名所で、初夏と秋に特別公開される。,京都市東山区本町15丁目802,JR・京阪電車・市バス「東福寺」駅下車、徒歩約7分,10：00～16：30,-,075-561-5239,https://tentokuin.jp/,京都市東山区
厭離庵,臨済宗天龍寺派の寺院で、藤原定家の小倉山荘「時雨亭」の跡と伝わり、定家が小倉百人一首を撰した地とされる。のち荒廃したが、江戸中期に冷泉家が修復し、霊元法皇から「厭離庵」の号を賜った。再び衰えたのち明治に復興した。書院や茶室「時雨亭」、定家塚が残る。普段は非公開で、紅葉の時季に公開される嵯峨野の隠れ寺である。,京都市右京区嵯峨二尊院門前善光寺山町2,市バス「嵯峨釈迦堂前」下車、徒歩約10分,9：00～16：00,-,075-861-2508,-,京都市右京区
大仙院,大徳寺塔頭で、永正6年（1509）、六角政頼が子の古岳宗亘を開祖として創建した。本堂は創建当初のもので、禅宗方丈建築の現存最古級として国宝に指定される。枯山水庭園（特別名勝・史跡）は、限られた空間に巨石を配して滝から大河へ至る山水の流れを表現した名園で、人生の縮図にもなぞらえられる。沢庵宗彭ゆかりの寺としても知られる。,京都市北区紫野大徳寺町54-1,市バス「大徳寺前」下車,9：00～17：00,年中無休但し寺院行事の節は拝観できません。12月～2月は9：00～16：30,075-491-8346,https://daisen-in.net/,京都市北区
圓光寺,臨済宗南禅寺派の寺院。慶長6年（1601）、徳川家康が学問の振興のため、閑室元佶を招いて伏見に開いた学校を起こりとする。「圓光寺版」と呼ばれる書物を出版し、当時の木活字（重文）が今も伝わる。寛文7年（1667）に現在地へ移った。紅葉が水面に映る庭「十牛之庭」や、苔と紅葉、洛北最古とされる池庭「栖龍池」で名高い。,京都市左京区一乗寺小谷町13,叡山電鉄「一乗寺」下車、徒歩15分,9：00～17：00,無休,075-781-8025,https://www.enkouji.jp/,京都市左京区
詩仙堂丈山寺,曹洞宗の寺院で、徳川家康の家臣でもあった江戸初期の文人・石川丈山が、寛永18年（1641）に造営して隠棲した山荘の跡。狩野探幽が描いた中国の詩家三十六人の肖像を掲げる「詩仙の間」が寺名の由来。白砂とサツキの刈り込みが美しい唐様庭園には、丈山が考案したと伝わる鹿おどし（添水）の音が響く。紅葉の名所として名高い。,京都市左京区一乗寺門口町27,市バス「一乗寺下り松町」下車、東へ徒歩7分叡山電鉄「一乗寺」下車、東へ約15分,9：00～17：00※受付は16：45まで,5/23丈山忌一般拝観休止,075-781-2954,https://kyoto-shisendo.net/,京都市左京区
林丘寺,臨済宗の門跡尼寺で、「音羽御所」とも称される。江戸初期、後水尾天皇が、修学院離宮の一部である「楽只軒」を皇女・光子内親王（照山元瑤）に与えて寺としたのに始まる。以後、歴代皇女が入寺した。池泉鑑賞式の庭園には、朝鮮伝来と伝わる三重石塔「檜垣塔」が残る。修学院離宮に隣接する閑静な尼寺で、通常は非公開。,京都市左京区修学院,-,-,-,-,http://www.rinkyuji.com/,京都市左京区
大雲院,浄土宗系の単立寺院。天正年間、織田信長・信忠父子の菩提を弔うため、貞安上人が信忠の法名にちなんで二条烏丸に創建した。寺町四条を経て、昭和48年（1973）に現在地へ移った。境内には、祇園祭の鉾を模した「祇園閣（銅閣）」がそびえる。安土桃山期の盗賊・石川五右衛門の墓があることでも知られる。,京都市東山区祇園町南側594-1,市バス「祇園」下車、東へ徒歩5分,-,-,075-531-5018,-,京都市東山区
法観寺,臨済宗建仁寺派の寺院で、「八坂の塔」の名で親しまれる。飛鳥時代、聖徳太子の創建とも、渡来氏族の八坂氏の氏寺ともいわれる古刹。高さ約46mの五重塔（重文）は、永享12年（1440）に足利義教が再建したもので、東山のシンボルとして町並みにそびえる。塔内に入って初層を拝観できる、京で珍しい五重塔として知られる。,京都市東山区清水八坂上町388,市バス「東山安井」または「清水道」下車、徒歩5分,-,-,075-551-2417,-,京都市東山区
真如院,日蓮宗本圀寺の元塔頭で、天文4年（1535）に日映が開いたと伝わる。永禄年間、足利義昭が入洛した際に織田信長がこの院で義昭を迎えたとされ、信長ゆかりの寺として知られる。枯山水庭園には、瓜実灯籠や烏帽子石、呼子の手水鉢などの遺構が残る。普段は非公開だが、秋に特別公開されることがある。,京都市下京区猪熊通五条上る柿本町677,市バス9「五条堀川」下車,10：00～15：00,特別公開日以外は非公開※令和3年度特別公開は中止,075-811-0088,-,京都市下京区
鹿王院,臨済宗の単立寺院。康暦元年（1379）、足利義満が、夢窓国師の高弟・春屋妙葩（普明国師）を開山として建てた宝幢寺の、開山塔として営まれた。本寺は応仁の乱で衰え、この一院のみが残った。本尊の釈迦如来と十大弟子像は運慶作と伝わる。中門から続く参道の石畳や、回廊で結ばれた諸堂、嵐山を借景とした庭で知られる紅葉の名所。,京都市右京区嵯峨北堀町24,ＪＲ「嵯峨嵐山」駅下車、徒歩5分京福嵐山線「鹿王院」駅下車、徒歩3分市バス・京都バス「下嵯峨」下車、徒歩3分,9：00～17：00,無休,075-861-1645,-,京都市右京区
山ノ内念仏寺,浄土宗西山禅林寺派の寺院で、「水子供養寺」とも呼ばれる。伝教大師最澄が、亡き母の追善と冥福を祈るため、比叡山延暦寺をかたどって建立し、「比叡山の内」と称したのが寺名の由来と伝わる。本尊の阿弥陀仏は珍しい鉄仏。境内には約6mの石造涅槃像が横たわる。水子供養の寺として信仰を集める。,京都市右京区山ノ内宮前町12,京都バス71・72・73「山ノ内」下車京福電車「山ノ内」駅下車,10：00～15：00,不定期,075-821-2732,http://www.nenbutsuji.or.jp,京都市右京区
勝持寺,西京区大原野南春日町。“花の寺”とも呼ばれ、境内に約100本の桜がある。1140年（保延6）この寺で出家した西行法師が植たといわれ、鐘楼の傍らに銘木「西行桜」がある。開創は白凰時代(672-686・天武天皇1-15）に役行者、あるいは延暦年間（782-806）に最澄とする説がある。天台宗。,京都市西京区大原野南春日町1194,阪急「東向日」駅から阪急バス「南春日町」下車（終点）徒歩20分,9：30～16：00,2月は要予約,075-331-0601,http://www.shoujiji.jp/,京都市西京区
天授庵（南禅寺塔頭）,南禅寺の塔頭で、暦応2年（1339）、光厳天皇の勅許により、南禅寺開山・無関普門（大明国師）の塔所として虎関師錬が建立した。応仁の乱などで荒れたが、慶長7年（1602）、歌人としても名高い細川幽斎が再興した。方丈には長谷川等伯筆の襖絵（重文）を伝える。枯山水と池泉回遊式の二つの庭をもち、紅葉の名所として名高い。,京都市左京区南禅寺福地町,地下鉄東西線「蹴上」駅下車、徒歩7分市バス5「南禅寺・永観堂道」下車、徒歩7分,-,-,075-771-0744,-,京都市左京区
誠心院,和泉式部を初代の住職とし、和泉式部の墓と言われる、宝篋印塔（高さ約4ｍ）があります。この墓碑は、謡曲、「誓願寺」にも出てきます。式部ゆかりの石像二十五菩薩をはじめ、多くの石像物があります。,京都市中京区新京極通六角下ル中筋町487,市バス「三条河原町」下車、徒歩5分阪急電車「京都河原町」駅下車、徒歩10分,7：00～19：00,なし,075-221-6331,https://www.seishinin.or.jp/,京都市中京区
来ぬか薬師(薬師院),織田信長が美濃の斎藤道三の意をくみ天下統一にただ一つ、伝教大師が彫った薬師如来が現存するのは比叡山延暦寺と同院のみである。当時の住職の夢枕に「一切の病苦を取り除こう。来ぬか、来ぬか」とお告げがあり、来ぬか薬師と称された。薬木黄檗樹（きはだ）で製作した疾病退散数珠(具合の悪い所をさするとよい）がある。例年10月8日開扉法要時には特別限定金色朱印があります。,京都市中京区釜座通二条上ル大黒町694,地下鉄烏丸線・東西線「烏丸御池」下車、北西徒歩10分,-,無し,075-211-1890,-,京都市中京区
瑞光院,慶長18年（1613）、因幡若桜城主の山崎家盛が大徳寺の琢甫宗林和尚を招いて創建した臨済宗の寺院。赤穂藩主・浅野長矩の墓や、大石内蔵助が建立したと伝わる赤穂義士46人の遺髪を納めた塔を中心とする廟所として知られる。忠臣蔵ゆかりの地のひとつで、山科に点在する義士の史跡を巡る人々が訪れる。境内には浅野稲荷神社も祀られている。,京都市山科区安朱堂ノ後町19-2,ＪＲ・地下鉄「山科」駅下車京阪電車「山科」駅下車、北へ徒歩15分,10：00～16：00,寺用の際は参拝謝絶,075-581-3803,-,京都市山科区
諸羽神社,貞観4年（862）、清和天皇の勅により社殿が造営されたと伝わる古社。天孫降臨で瓊瓊杵尊の左右に従った天児屋根命と天太玉命を祀ることから、もとは「兩羽（もろは）大明神」と称し、のちに応神天皇らを加えて六柱とし、社名も「諸羽」に改められた。四ノ宮・安朱・竹鼻地区の産土神。背後の諸羽山一帯は人康親王の山荘跡と伝わり、親王が琵琶を奏でたという琵琶石が残る。,京都市山科区四ノ宮中在寺町17,JR・地下鉄・京阪電車・京阪バス「山科」駅下車、徒歩約8分,-,無休,075-581-0269,-,京都市山科区
岩屋寺,大石内蔵助が討ち入りの前、山科に隠棲していた閑居跡に立つ寺院。境内には内蔵助の遺髪塚や、邸宅の古材を用いたと伝わる茶席が残る。浅野内匠頭と大石内蔵助ほか四十七士の位牌・木像を祀り、鎖帷子や硯箱など義士ゆかりの遺品も数多く伝えている。隣接する大石神社とあわせ、忠臣蔵を偲ぶ人々が訪れる。,京都市山科区西野山桜ノ馬場町96,JR京都駅から山科急行バスまたは、JR山科駅前から京阪バス29番大宅行き、また四条京阪から京阪バス醍醐ターミナル行き「大石神社」下車徒歩8分,9：00～16：30,無休,075-581-4052,-,京都市山科区
揚柳山十禅寺,仁明天皇の第四皇子・人康親王の山荘に、聖観音像を本尊として創建されたと伝わる寺院。人康親王は両眼を失明して山科に隠棲し、琵琶の名手として後世「琵琶法師の祖」と仰がれた人物で、堂内には親王の像が安置されている。四ノ宮の地名は、第四皇子であった親王に由来するとも伝えられる。拝観は要予約。,京都市山科区四ノ宮泉水町17,ＪＲ「山科」駅下車、東へ10分京阪「四宮」駅下車、西へ6分,-,-,075-581-5850,-,京都市山科区
徳林庵（臨済宗南禅寺派）,天文19年（1550）、南禅寺第260世・雲英正怡禅師が、先祖と伝わる人康親王の菩提を弔うために開いた臨済宗南禅寺派の寺院。旧東海道沿いの地蔵堂に祀る地蔵菩薩は「山科地蔵（四ノ宮地蔵）」と呼ばれ、京の街道の出入口を守る六地蔵巡りの一つに数えられる。毎年8月22・23日の六地蔵めぐりでは、界隈に露店が立ち並びにぎわう。,京都市山科区四ノ宮泉水町16,京阪「四ノ宮」駅下車、西へ徒歩5分ＪＲ「山科」駅・地下鉄「山科」駅下車、東へ徒歩10分,-,特にないが住職不在の時もあるので、御札購入、朱印拝受の場合電話での予約をすれば確実。地蔵堂は扉越しに参拝できる。（終日）,075-583-0353,-,京都市山科区
法住寺,天台宗系の寺院で、平安後期に後白河上皇が院政を行った広大な院御所「法住寺殿」にちなむ。上皇の崩御後はその御陵を守る寺となった。本尊の不動明王は、木曾義仲の襲撃から上皇を守ったと伝わり「身代わり不動」と呼ばれる。隣接する三十三間堂は、もとこの法住寺殿の一画にあたる。新春の大根焚きや節分の鬼法楽でも知られる。,京都市東山区三十三間堂廻り町655,市バス206・208「博物館三十三間堂前」下車、徒歩2分（約15分）,-,-,075-561-4137,https://hojyuji.jp/,京都市東山区
観世寺,○不定期に羅漢講式を修している。すべてにとらわれの煩悩を離れた方が羅漢です。この羅漢の心境に近づくことを願って、羅漢講式をとり行っています。また、あわせて写経納経も行います。○京都洛西観音霊場第27番札所参拝,京都市西京区桂上野北町139,阪急電車「上桂駅」下車、徒歩15分,-,-,075-381-4604,-,京都市西京区
日野誕生院,浄土真宗の祖・親鸞聖人の誕生の地を顕彰して建てられた、本願寺派ゆかりの堂宇。文政11年（1828）に本願寺20代広如のもとで一宇が建立されたのがはじまりで、たびたびの改修を経て昭和6年に現在の建物が完成し、日野誕生院と改称された。建築は真宗寺院としては珍しく、平安初期の様式を取り入れている。境内には親鸞聖人のうぶ湯の井戸やえな塚、童形像などがあり、聖人の誕生にまつわる遺跡を伝えている。,京都市伏見区日野西大道町19,ＪＲ・京阪「六地蔵」駅より京阪バス8番、地下鉄「石田」駅、地下鉄「醍醐」駅醍醐バスターミナルより京阪バス7号経路日野誕生院行き終点下車すぐ,9：00～16：00,年中無休,075-575-2258,-,京都市伏見区
本経寺,1506年に創建された日蓮本宗の寺院で、要法寺の末寺にあたる。江戸時代には「小栗栖檀林」という僧侶の学校が置かれていた。本能寺の変ののち、坂本城へ敗走する明智光秀が落武者狩りに遭って落命したと伝わる竹藪が、この寺の裏手に残る。光秀終焉の地とされることにちなみ、境内には供養塔が建てられている。,京都市伏見区小栗栖小阪町5,地下鉄「石田」駅下車、徒歩15分京阪バス「小栗栖」下車、徒歩5分,開門時間8時～17時,無,075-571-2173,-,京都市伏見区
宝菩提院願徳寺,地図に載っていない京都一小さな拝観寺院。凛とした観音様がおられます。本尊は国宝の如意輪観世音半跏像です。,京都市西京区大原野南春日町1223-2,ＪＲ「桂川」駅下車阪急「桂」または「洛西口」または「東向日」駅下車,-,-,075-331-3823,-,京都市西京区
地蔵寺,京洛六地蔵のひとつ○8月22日、23日地蔵盆○9月8日薬師盆,京都市西京区桂春日町9,阪急「桂」駅下車、東口より徒歩5分市バス「桂消防署前」下車すぐ,-,-,075-381-3538,-,京都市西京区
吉祥山阿弥陀寺,浄土宗西山深草派の寺院洛西観音霊場札所第25番札所,京都市西京区桂千代原町22,阪急京都線「桂」駅下車、西口より徒歩10分市バス「千代原口」下車、徒歩10分,-,お参りに出ている以外は特になし,075-381-6014,-,京都市西京区
仲源寺,浄土宗の寺院で、「目疾(めやみ)地蔵」の名で親しまれる。治安2年（1022）、仏師・定朝が四条橋の東北に地蔵尊を祀ったのが起こりと伝わる。安貞2年（1228）の鴨川大洪水の際、雨を止めるよう祈願したことから「雨止(あめやみ)地蔵」と呼ばれ、のち転じて「目疾地蔵」となり、眼病平癒の信仰を集める。祇園の四条通に面して建つ。,京都市東山区四条通大和大路東入祇園町南側585,京阪「祇園四条」駅、徒歩1分市バス「京阪四条」下車、徒歩1分,開門7：00閉門17：00※新型コロナ感染症対策のため寺務所受付9：00～16：30,なし,075-561-1273,https://rakuyo33.jp/,京都市東山区
光縁寺,浄土宗の寺院で、知恩院の末寺。慶長18年（1613）頃の創建で、天明の大火で焼けたのち再建された。門前近くに新選組の馬小屋があった縁から隊士との関わりが深く、総長・山南敬助をはじめ多くの隊士の墓があることで知られる。新選組ゆかりの寺をたどる人々が今も訪れる。本尊は阿弥陀如来。,京都市下京区綾小路大宮西入四条大宮町37,市バス「四条大宮」下車、徒歩3分,9：00～17：00,なし,075-811-0883,-,京都市下京区
上善寺,浄土宗の寺院で、貞観5年（863）に円仁（慈覚大師）が天台密教の道場として開いたと伝わり、のちに浄土宗へ改めた。文明年間に再興した春谷盛信は、後土御門・後柏原両天皇の戒師を務めた。境内の地蔵堂に祀る「鞍馬口地蔵（深泥池地蔵）」は、京の街道口を守る六地蔵巡りの一つで、8月の六地蔵めぐりでにぎわう。,京都市北区鞍馬口通寺町東入上善寺門前町338,地下鉄「鞍馬口」下車、東へ徒歩5分市バス「出雲路橋」下車、西へ徒歩3分,9：00～16：00,無休,075-231-1619,-,京都市北区
印空寺,浄土宗の寺院。元禄元年（1688）、印空上人が、仁和寺門跡の覚隆法親王から土地を賜って開いた。松尾芭蕉が「名月や池をめぐりて夜もすがら」と詠んだと伝わる広沢池のほど近くに建つ。本尊は阿弥陀如来。安産・子育ての地蔵や、ぼけ封じの信仰でも知られ、静かな嵯峨野の山辺に法灯を伝えている。,京都市右京区山越西町8,市バス26・10・59「山越」下車、交差点直進右側市バス11・75「山越中町」下車、一条山越通交差点左折右,7：00～17：00,ありません,075-872-4625,http://inkuuji.com/,京都市右京区
下桂御霊神社,御祭神として、左大臣橘諸兄より二代後の左中弁従四位上橘入居の御子橘朝臣逸勢公をお祀りしています。天下に知られる能書家、特に書に秀でていたため、比叡山などの額にも逸勢公が用いられたほどです。天皇の仰せにより、唐の国に留学もされ、唐にて秀才公と誉められ、帰国しましたが九州の伴之氏謀反（承和の変）の事件に加わっていたとのこで伊豆に追放されてしまいました。しかし、途中静岡の三ヶ日の郷で逸勢公が亡くなりました。やはり逸勢公は元住んでいた王城のことが忘れられなかったのか、都では不思議なことが数多く起きたため、天皇の仰せが出て都に帰っても良いとされた時、すぐに逸勢公を御霊八社の内にお祀りしました。橘逸勢公をお祀りした下桂御霊神社の創建は、876年（貞観18年）と伝承されています。例大祭は毎年5月第3日曜日に行っています。樹齢400年のムクロジの樹があります。,京都市西京区桂久方町47-1,阪急電車「桂」駅下車、東口より1km、桂川街道東側、桂離宮北隣市バス33「桂橋西詰」下車、桂離宮沿いに300ｍ,-,24時間年中無休,-,http://shimokatsuragoryoujinjya.web.fc2.com/index.html,京都市西京区
久我神社,上賀茂神社の境外摂社で、賀茂氏の祖神・賀茂建角身命を祀る。祭神は神武天皇の東征の際、八咫烏となって軍を大和へ導いた神と伝わり、その功でこの地を賜って一族を率いて移り住み、国土の開発に努めたとされる。当初は社の近くに祭神の墳墓があったとも伝える。方除けや交通安全の信仰を集める紫竹の氏神である。,京都市北区紫竹下竹殿町47,市バス4・9・37・京都バス「下岸町」下車、徒歩3分市バス46「下竹殿町」下車、徒歩1分,-,なし,075-781-0011,-,京都市北区
三ノ宮神社,樫原地区の総鎮守で境内には、地名の樫の古木がある。スサノオノミコト、オオヤマグイ(山の神)、サカトケ(酒の神)の3柱をまつる。源頼光伝説の鬼の話が伝わる。拝殿の天井に「酒呑童子の鬼」と「禁門の変」「素戔嗚尊」の絵は有名、だるま商店の作品。神社の前には国指定の樫原廃寺跡公園がある。樫原は宿場町として栄え、この一帯は町並保存地区の指定がある。幕末の禁門の変の戦いで闘死した３柱の志士の墓、その足跡もあり散策すると約１時間あまりかかる。,京都市西京区樫原杉原町12-1,阪急「桂」駅下車市バス「三ノ宮街道」下車、徒歩2分,-,なし,075-381-5230,-,京都市西京区
玄武神社,惟喬親王を祭神とする神社で、平安京の北方を守る守護社、また各家の北の方位を守る神として信仰される。「玄武」の名は四神のうち北を司る神獣に由来する。毎年4月第2日曜には、桜や椿で飾った花傘を中心に鬼が踊り疫病を鎮める「玄武やすらい祭」が斎行され、京の春のさきがけの祭として親しまれている。,京都市北区紫野雲林院町88,市バス「大徳寺前」下車、東南に歩いて徒歩5分位,-,なし,075-451-4680,http://yasurai.org/,京都市北区
志古淵神社,左京区の最北・久多に鎮座する産土神で、安曇川沿いの一帯を守る地主神。延暦12年（793）の創建と伝わり、のち荒廃したが、文安2年（1445）に修築、寛文12年（1672）に再建されて今に至る。社殿は京都市指定有形文化財。毎年8月には、花を編んだ笠を頭にいただいて踊る「久多の花笠踊」が奉納されることで知られる。,京都市左京区久多中の町362,大津市葛川梅ノ木バス停から8km京都市左京区広河原能見口バス停から8km,-,-,075-748-2175,-,京都市左京区
大悲閣千光寺,○嵐山中腹、100ｍ地点。市内一望○豪商角倉了以創建了以翁等身坐像安置○芭蕉はじめ時代時代の文人遊行地,京都市西京区嵐山中尾下町62,ＪＲ「嵯峨嵐山」駅下車、徒歩40分阪急「嵐山」駅下車、徒歩30分,-,-,075-861-2913,-,京都市西京区
洛西観音霊場第20番札所青柳山称讃寺,称讃寺は浄土宗西山禅林寺派の末寺であるが、隣接する真言宗系統の観音寺を明治12年に吸収合併した。明治42年称讃寺焼失後、旧観音寺本堂を称讃寺本堂とした。(平成13年解体新築)元観音寺本尊十一面千手千眼観世音菩薩は洛西観音霊場第20番の菩薩として、長らく秘仏とされてきた。縁起では清水寺開基の延鎮僧都が、泉水に金色の菩薩を拝し、傍らの柳木を用い一刀三礼刻み奉ったと記している。頭上合掌の清水型菩薩の版木があるが、現在の菩薩にはそれは見られない。専門家によれば室町末期と推定されている。霊験あらたかな菩薩として、33年毎の御開帳が古くより続いている。,京都市西京区牛ケ瀬青柳町24,阪急「桂」駅東口・JR「桂川」駅下車、タクシー10分市バス「下津林大般若町」下車、徒歩5分,-,-,075-381-8083,-,京都市西京区
閑臥庵,黄檗宗の寺院。後水尾法皇が深く信仰し、もと梶井宮の院邸を献じて、黄檗山萬福寺の千呆禅師を招き寛文11年（1671）に開いた。法皇から「閑臥庵」の勅号を賜り、御所の勅願所とされた。安倍晴明が開眼したと伝わる北辰鎮宅霊符神を祀り、方位除けの信仰を集める。普茶料理を味わえる寺としても知られる。,京都市北区烏丸通鞍馬口東入新御霊口町278,地下鉄「鞍馬口」駅下車、徒歩3分,13：00～22：00,無休（年末年始休み）,075-256-2480,http://www.kangaan.jp/,京都市北区
大豊神社,鹿ヶ谷・南禅寺一帯の産土神。社伝では、仁和3年（887）、宇多天皇の病気平癒を願って藤原淑子が少彦名命を椿ヶ峰に祀ったのが起こりと伝わる。末社の大国社は、大国主命を火難・災難から救ったという神話にちなみ、狛犬ならぬ「狛ねずみ」が守ることで全国に名高い。枝垂紅梅や椿、四季の山野草が彩る「花の社」としても親しまれる。,京都市左京区鹿ケ谷宮ノ前町1,市バス「東天王町」下車、徒歩10分市バス「宮ノ前町」下車、徒歩5分,-,なし,075-771-1351,-,京都市左京区
大歳神社,創建養老2年(718)と伝えられ、式内社である。大歳神相殿に石作神、豊玉姫を祀ってある。大歳神は農耕生産厄除を司る神である。石作神は代々石棺を造っていた豪族の祖神であり、垂仁天皇の后、日葉昨姫おかくれの時石棺を献上し、石作大連公の姓を賜った。昭和49年愛知県岡崎市石工団地神社に分神する。例祭は10月21日であるが、10月第3日曜日を氏子祭と定め、江戸中期より引き続き金剛流家元による奉納舞あり。境内は栢の森と称し、杜を栢の杜とも云う。平成７年京都市の史蹟となる。拝観自由※問合せは長岡天満宮です。TEL075-951-1025,京都市西京区大原野灰方町575,ＪＲ「向日町」駅・阪急「東向日」駅より阪急バス「灰方」下車、徒歩5～7分,-,-,075-951-1025,-,京都市西京区
天道神社,延暦13年（794）、桓武天皇の平安京遷都にあたり、もと長岡京に鎮座していた天道神社を勧請したのが始まりと伝わる。万民豊穣・子孫繁栄・悪疫退散を祈願して都の地に遷されたもので、天照大神を主神に祀る。たびたびの移転を経て現在地に鎮まり、四条界隈の氏神として地域に親しまれてきた。,京都市下京区仏光寺通猪熊西北角615,市バス「四条大宮」または「四条堀川」下車阪急電車「大宮」駅下車,-,-,075-821-2973,-,京都市下京区
谷ヶ堂最福寺延朗堂,松尾、谷ヶ堂、最福寺開山、延朗上人については、元享釋書、太平記、三井寺続燈記、雨月物語等に詳しく記されている。それによると、上人は、但馬国養父郡に生れ、幼にして父母を喪い、元養元年(1144)、15歳にして出家、安元2年47歳の頃帰京、この松尾山麓、神宮寺に住して、最福寺の七堂伽藍を建立された。太平記には、この寺を描写して『奇樹怪石の池上に、都卒の内院を移して四十九院の楼閣を並べ、十二の欄干珠玉天に捧げ、五重の塔婆金銀月を引き、恰も極楽丈殿七宝荘厳の優姿』とある。その後、源義経が寺の更なる興隆を願い、丹波国亀岡篠村施入を強要したので、上人は已むなくこれを受けたが、邑人には、免租や富民の善政を施す一方、当時流行した悪病難病の治療のため、寺内に浴室を造り、自ら病人の病気を癒す等して、多くの民衆の救済に献身し数多く化益、慈悲行を蹟まれ、松尾の上人として尊敬を集めた。最福寺は、その後の幾度の兵火でさしもの大伽藍も焼失し、再建ならずして現在に至る。※毎月12日13：00より開帳「焔の夕べ」（延朗上人、さしのべ観音竹とうろう祭）12日は延朗上人のご命日にあたり、初春の2月11日の日没より供養を行います。延朗上人は数々の歴史の狭間に生きられ、慈悲深い救いのお上人で、かつては霊元天皇の最福寺行幸があったことでも上人の遺徳を偲ぶことができます。太平記には、延朗上人が立てられた最福寺の景勝を描写して、『奇樹怪石の池上に、都卒の内院を移して四十九院の楼閣を並べ、十二の欄干珠玉天に捧げ、五重塔婆金銀月を引き、恰も極楽浄土の七宝荘厳の優姿』とあるほどの寺院でありましたが、多々の戦乱により、今は延朗上人坐像のみになりました。延朗上人800回大遠忌記念として、さしのべ観音建立毎年2月11日17：30より延朗堂にて祈念、願い事等を書いた800本以上になる青竹燈篭を境内にならべ、さしのべ観音のライトアップ、演奏会、大根炊きの接待有り○翌日12日、青竹とうろうの焚き上げ供養します。詳しくは帰峰山西光寺住職川本弘彦までTEL075-381-2937FAX075-381-2937,京都市西京区松室地家山4-1,京都バス「苔寺」下車、徒歩約5分市バス「北河原町」下車、徒歩約7分阪急電車「松尾」駅下車、徒歩約10分,-,-,075-381-2937,-,京都市西京区
命婦稲荷社,寛文8年（1668）、伏見稲荷大社から勧請して祀ったのが始まりと伝わる小社。主祭神は正一位命婦稲荷大明神。鎮座以来、鍛冶屋町の守護神として、また家庭円満・商売繁盛の神として町内の人々に大切に守られてきた。路地裏にひっそりと佇む、地域に根ざした稲荷社である。,京都市下京区堺町通松原下る鍛冶屋町,地下鉄烏丸線「五条」駅下車、徒歩約7分地下鉄烏丸線「四条」駅下車、徒歩約12分京阪電車「清水五条」駅下車、徒歩約9分阪急京都線「烏丸」駅下車、徒歩約12分,-,なし,-,-,京都市下京区
恵福寺,日野の山すそ、法界寺や日野誕生院にほど近い地に建つ寺院。鎌倉時代後期に天台宗の寺として開かれ、のちに慶長3年（1598）に浄土宗へ改められた。平安時代の木造阿弥陀如来立像や、丈六の大きな地蔵菩薩像を伝えている。境内のしだれ桜は花の頃に夜間ライトアップされ、近隣の人々の楽しみとなっている。,京都市伏見区日野西大道町8-1,京阪・JR「六地蔵」駅から京阪バス「日野」下車地下鉄東西線「石田」駅から京阪バス「日野」下車,-,別に定めていない,075-571-2271,-,京都市伏見区
綱敷行衛天満宮,菅原道真を祀る天満宮で、もとこの付近にあった「綱敷天満宮」と、西にあった「行衛天満宮」が合祀されて現在の社名となった。綱敷天満宮の名は、左遷された道真が博多に上陸した際、船の綱を敷いて御座としたという故事にちなむ。学問の神として地域に親しまれ、二社の由緒を今に伝えている。,京都市下京区御前通北小路下る,七条御前上ル一筋目東角,-,-,075-313-2941,-,京都市下京区
福田寺,○安産と雨乞い祈願のお寺西山浄土宗の寺で、山号は迎錫山福田寺。今から1300年前の養老2年(718)行基菩薩の開基で福田寺縁起書には、元正天皇(718)代に行基菩薩が夢のお告げによりこの地で「地蔵釈迦」のニ尊を刻み、精舎を建立し「福田寺」と号したという。創建当時は八町四方に七堂伽藍を有していた。歴代住職のうち、平安時代末期には百人一首の詠み人で有名な歌人、俊恵法師がいる。俊恵法師は平安時代の歌人として、数多くの和歌を残している。歌の同好の友を集め文学結社「歌林苑」を形成、自らそのリーダーとして月例会などを催したという。歌友には、有名な源三位頼政、鴨長明などの名もある。,京都市南区久世殿城町5,ＪＲ「向日町」駅下車、徒歩10分阪急「東向日」駅下車、徒歩20分,-,-,075-931-2887,http://www.fukudenji.com,京都市南区
本光寺,日蓮宗の寺院で、新選組「油小路の変」の地として知られる。慶応3年（1867）、新選組を脱して御陵衛士を率いた参謀・伊東甲子太郎が、近藤勇の別宅からの帰途に襲撃され、当寺門前の題目石塔のそばで落命した。伊東ら殉難者を悼む碑が残り、新選組史跡をたどる人々が訪れる。本尊は十界曼荼羅。,京都市下京区油小路通木津屋橋上ル油小路281,京都駅中央口（烏丸口）→塩小路油小路通を北へ→徒歩7分,8：00～17：00,基本的には無し法務により閉門あり,075-341-2863,https://twitter.com/honkouji_kyoto?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,京都市下京区
